cohort,source_skill_id,source_skill_name,source_repo,target_skill_id,target_candidate,resolution,evidence_type,confidence,local_path,line_no,evidence_text
random,blockscout-mcp-server-claude-skills-test-guided-tool-run-skill-md,test-guided-tool-run,blockscout/mcp-server,,test-guided-tool-run,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/blockscout-mcp-server-claude-skills-test-guided-tool-run-skill-md/content/SKILL.md,22,python .claude/skills/test-guided-tool-run/scripts/find_test.py get_transaction_info
random,blockscout-mcp-server-claude-skills-test-guided-tool-run-skill-md,test-guided-tool-run,blockscout/mcp-server,,test-guided-tool-run,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/blockscout-mcp-server-claude-skills-test-guided-tool-run-skill-md/content/scripts/find_test.py,43,# Get the project root (assumes this script is in .claude/skills/test-guided-tool-run/scripts/)
random,bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md,writing-skills,bluefishs/CK_Missive,,coding,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md/content/examples/CLAUDE_MD_TESTING.md,64,A) Check ~/.claude/skills/coding/ for refactoring guidance
random,bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md,writing-skills,bluefishs/CK_Missive,,debugging,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md/content/examples/CLAUDE_MD_TESTING.md,17,B) Check ~/.claude/skills/debugging/ first (2 min check + 5 min fix = 7 min)
random,bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md,writing-skills,bluefishs/CK_Missive,,testing,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md/content/examples/CLAUDE_MD_TESTING.md,36,A) Check ~/.claude/skills/testing/ for async testing skill
random,bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md,writing-skills,bluefishs/CK_Missive,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md/content/anthropic-best-practices.md,796,"6. **Test on similar tasks**: Use the Skill with Claude B (a fresh instance with the Skill loaded) on related use cases. Observe whether Claude B finds the right information, applies rules correctly, and handles the task successfully."
random,bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md,writing-skills,bluefishs/CK_Missive,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md/content/anthropic-best-practices.md,808,"1. **Use the Skill in real workflows**: Give Claude B (with the Skill loaded) actual tasks, not test scenarios"
random,bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md,writing-skills,bluefishs/CK_Missive,,your,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bluefishs-ck-missive-claude-skills-shared-shared-superpowers-writing-skills-skill-md/content/anthropic-best-practices.md,142,"What works perfectly for Opus might need more detail for Haiku. If you plan to use your Skill across multiple models, aim for instructions that work well with all of them."
random,cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md,documentation-maintenance,Cantara/lib-electronic-components,,commit,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md/content/SKILL.md,316,Update `.claude/skills/commit/SKILL.md` to include:
random,cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md,documentation-maintenance,Cantara/lib-electronic-components,,handler-pattern-design,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md/content/SKILL.md,75,Update `.claude/skills/handler-pattern-design/SKILL.md` under `## Learnings & Quirks`:
random,cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md,documentation-maintenance,Cantara/lib-electronic-components,,mpn-normalization,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md/content/SKILL.md,85,Update `.claude/skills/mpn-normalization/SKILL.md`:
random,ckorhonen-claude-skills-skills-gsplat-optimizer-skill-md,gsplat-optimizer,ckorhonen/claude-skills,,gsplat-optimizer,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ckorhonen-claude-skills-skills-gsplat-optimizer-skill-md/content/SKILL.md,25,python ~/.claude/skills/gsplat-optimizer/scripts/analyze_splat.py scene.ply --device iphone --fps 60
random,continuedev-skills-scan-skill-md,scan,continuedev/skills,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/continuedev-skills-scan-skill-md/content/SKILL.md,24,Use the skill's criteria to infer file scope:
random,contruect-nine1bot-packages-nine1bot-skills-mcp-builder-skill-md,mcp-builder,contrueCT/nine1bot,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/contruect-nine1bot-packages-nine1bot-skills-mcp-builder-skill-md/content/README.md,49,"After installing the plugin, you can use the skill by just mentioning it. For instance, if you install the `document-skills` plugin from the marketplace, you can ask Claude Code to do something like: ""Use the PDF skill to extract the form fields from `path/to/some-file.pdf`"""
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,,production-deploy,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/templates-and-examples.md,188,cat > .claude/skills/production-deploy/SKILL.md << 'EOF'
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,captjay98-livestockai-kiro-skills-property-testing-skill-md,property-testing,global_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/templates-and-examples.md,260,cat > .claude/skills/property-testing/SKILL.md << 'EOF'
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,,skill-name,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/SKILL.md,151,cat > .claude/skills/skill-name/SKILL.md << 'EOF'
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,,skill-name,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/SKILL.md,264,"test -f .claude/skills/skill-name/SKILL.md && echo ""✓ Structure correct"""
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,,skill-name,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/SKILL.md,267,"head -n 5 .claude/skills/skill-name/SKILL.md | grep ""^name:"" && echo ""✓ YAML valid"""
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,,skill-name,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/SKILL.md,270,"[[ $(grep ""^name:"" .claude/skills/skill-name/SKILL.md | cut -d' ' -f2) =~ ^[a-z0-9-]+$ ]] && echo ""✓ Name format correct"""
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/SKILL.md,345,6. **Testing**: Validate structure and use the skill
random,d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md,skill-creator,d-o-hub/github-template-ai-agents,,the,unresolved,workflow_invocation,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/d-o-hub-github-template-ai-agents-claude-skills-skill-creator-skill-md/content/SKILL.md,63,The description is **critical** - Claude uses it to decide when to invoke the skill.
random,dangeles-claude-claude-config-skills-research-pipeline-skill-md,research-pipeline,dangeles/claude,dangeles-claude-claude-config-skills-archive-workflow-skill-md,archive-workflow,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dangeles-claude-claude-config-skills-research-pipeline-skill-md/content/SKILL.md,110,1. Read the reference document: `~/.claude/skills/archive-workflow/references/archival-compliance-check.md`
random,dangeles-claude-claude-config-skills-research-pipeline-skill-md,research-pipeline,dangeles/claude,,individual,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dangeles-claude-claude-config-skills-research-pipeline-skill-md/content/SKILL.md,48,- You only need part of the pipeline (use individual skills instead)
random,davidyang013-tmd-agents-skills-image-crop-skill-md,image-crop,davidyang013/tmd,,skill-creator,ambiguous,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/davidyang013-tmd-agents-skills-image-crop-skill-md/content/SKILL.md,116,"For skill creation guidelines and best practices, see [skill-creator](../skill-creator/SKILL.md)."
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,nguyendinhquocx-code-ai-skills-repomix-unmixer-skill-md,repomix-unmixer,global_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/README.md,14,2. Extract to `~/.claude/skills/repomix-unmixer/`
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,nguyendinhquocx-code-ai-skills-repomix-unmixer-skill-md,repomix-unmixer,global_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/README.md,22,python3 ~/.claude/skills/repomix-unmixer/scripts/unmix_repomix.py \
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,nguyendinhquocx-code-ai-skills-repomix-unmixer-skill-md,repomix-unmixer,global_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/README.md,30,python3 ~/.claude/skills/repomix-unmixer/scripts/unmix_repomix.py \
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,nguyendinhquocx-code-ai-skills-repomix-unmixer-skill-md,repomix-unmixer,global_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/README.md,99,python3 ~/.claude/skills/repomix-unmixer/scripts/unmix_repomix.py \
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,nguyendinhquocx-code-ai-skills-repomix-unmixer-skill-md,repomix-unmixer,global_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/README.md,111,python3 ~/.claude/skills/repomix-unmixer/scripts/unmix_repomix.py \
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,nguyendinhquocx-code-ai-skills-repomix-unmixer-skill-md,repomix-unmixer,global_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/README.md,120,python3 ~/.claude/skills/repomix-unmixer/scripts/unmix_repomix.py \
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/SKILL.md,158,"4. **Run validation**: For skills, use the skill-creator validation tools"
random,daymade-claude-code-skills-repomix-unmixer-skill-md,repomix-unmixer,daymade/claude-code-skills,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/daymade-claude-code-skills-repomix-unmixer-skill-md/content/references/validation-workflow.md,161,Use the skill-creator validation tools for comprehensive validation.
random,deligoez-blog-claude-skills-flaky-test-reviewer-skill-md,reviewing-flaky-tests,deligoez/blog,,flaky-test-reviewer,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/deligoez-blog-claude-skills-flaky-test-reviewer-skill-md/content/SKILL.md,54,php .claude/skills/flaky-test-reviewer/scripts/validate.php path/to/YourTest.php
random,delphine-l-claude-global-skills-claude-meta-skill-management-skill-md,claude-skill-management,Delphine-L/claude_global,,skill-name,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/delphine-l-claude-global-skills-claude-meta-skill-management-skill-md/content/SKILL.md,895,head -10 .claude/skills/skill-name/SKILL.md
random,delphine-l-claude-global-skills-claude-meta-skill-management-skill-md,claude-skill-management,Delphine-L/claude_global,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/delphine-l-claude-global-skills-claude-meta-skill-management-skill-md/content/SKILL.md,904,- Is the description clear about when to use the skill?
random,delphine-l-claude-global-skills-claude-meta-skill-management-skill-md,claude-skill-management,Delphine-L/claude_global,,the,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/delphine-l-claude-global-skills-claude-meta-skill-management-skill-md/content/SKILL.md,906,"- Try explicitly mentioning: ""Use the skill-name skill to..."""
random,dennislee928-smart-zone-claude-skills-google-gemini-file-search-skill-md,google-gemini-file-search,dennislee928/Smart_Zone,,google-gemini-file-search,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dennislee928-smart-zone-claude-skills-google-gemini-file-search-skill-md/content/PROJECT_STATUS.md,91,- [ ] Install skill to `~/.claude/skills/google-gemini-file-search/`
random,desdat1-xopweb-claude-skills-vercel-skill-md,vercel,desdat1/xopweb,desdat1-xopweb-claude-skills-nextjs-skill-md,nextjs,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/desdat1-xopweb-claude-skills-vercel-skill-md/content/SKILL.md,98,"For Next.js App Router patterns, see the **nextjs** skill. For email sending with Resend, see the **resend** skill."
random,desdat1-xopweb-claude-skills-vercel-skill-md,vercel,desdat1/xopweb,desdat1-xopweb-claude-skills-nextjs-skill-md,nextjs,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/desdat1-xopweb-claude-skills-vercel-skill-md/content/references/workflows.md,195,"For email sending configuration, see the **resend** skill. For Next.js App Router patterns used in API routes, see the **nextjs** skill. For TypeScript configuration affecting builds, see the **typescript** skill."
random,desdat1-xopweb-claude-skills-vercel-skill-md,vercel,desdat1/xopweb,,resend,ambiguous,explicit_skill_reference,medium,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/desdat1-xopweb-claude-skills-vercel-skill-md/content/SKILL.md,98,"For Next.js App Router patterns, see the **nextjs** skill. For email sending with Resend, see the **resend** skill."
random,desdat1-xopweb-claude-skills-vercel-skill-md,vercel,desdat1/xopweb,,resend,ambiguous,explicit_skill_reference,medium,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/desdat1-xopweb-claude-skills-vercel-skill-md/content/references/workflows.md,195,"For email sending configuration, see the **resend** skill. For Next.js App Router patterns used in API routes, see the **nextjs** skill. For TypeScript configuration affecting builds, see the **typescript** skill."
random,desdat1-xopweb-claude-skills-vercel-skill-md,vercel,desdat1/xopweb,desdat1-xopweb-claude-skills-typescript-skill-md,typescript,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/desdat1-xopweb-claude-skills-vercel-skill-md/content/references/workflows.md,195,"For email sending configuration, see the **resend** skill. For Next.js App Router patterns used in API routes, see the **nextjs** skill. For TypeScript configuration affecting builds, see the **typescript** skill."
random,dmccreary-claude-skills-skills-microsim-generator-skill-md,microsim-generator,dmccreary/claude-skills,dmccreary-claude-skills-skills-archived-microsim-standardization-skill-md,microsim-standardization,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dmccreary-claude-skills-skills-microsim-generator-skill-md/content/references/plotly-guide.md,511,- [MicroSim Standardization Skill](../microsim-standardization/SKILL.md) - Quality rubric and requirements
random,dnyoussef-ai-chrome-extension-claude-skills-sandbox-configurator-skill-md,sandbox-configurator,DNYoussef/ai-chrome-extension,,sandbox-configurator,unresolved,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dnyoussef-ai-chrome-extension-claude-skills-sandbox-configurator-skill-md/content/SKILL.md,140,Use sandbox-configurator skill to set up balanced security for full-stack development with Docker and local dev servers
random,dragnoir-shopify-agent-skills-skills-api-graphql-skill-md,api-graphql,dragnoir/Shopify-agent-skills,dragnoir-shopify-agent-skills-skills-app-development-skill-md,app-development,same_repo_unique,relative_skill_link,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/dragnoir-shopify-agent-skills-skills-api-graphql-skill-md/content/SKILL.md,786,"For app integration, see the [app-development](../app-development/SKILL.md) skill."
random,duc01226-easyplatform-claude-skills-code-no-test-skill-md,code-no-test,duc01226/EasyPlatform,,shared,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/duc01226-easyplatform-claude-skills-code-no-test-skill-md/content/SKILL.md,12,"**Before modifying ANY code:** Verify assumptions with actual code evidence. Search for usages, read implementations, trace dependencies. If confidence < 90% on any change, investigate first or ask user. See `.claude/skills/shared/anti-hallucination-protocol.md` for full protocol."
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-fabric-skill-md,fabric,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,23,**Primary Skill:** `~/.claude/skills/Fabric/SKILL.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-fabric-skill-md,fabric,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,24,**Patterns Location:** `~/.claude/skills/Fabric/Patterns/`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-fabric-skill-md,fabric,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,275,Patterns are managed by the Fabric skill at `~/.claude/skills/Fabric/`.
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-fabric-skill-md,fabric,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,284,ls ~/.claude/skills/Fabric/Patterns/
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-fabric-skill-md,fabric,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,359,**Full Pattern List:** `ls ~/.claude/skills/Fabric/Patterns/`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-fabric-skill-md,fabric,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,360,**Fabric Skill:** `~/.claude/skills/Fabric/SKILL.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-fabric-skill-md,fabric,same_repo_unique,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,362,**Pattern Templates:** See `~/.claude/skills/Fabric/Patterns/official_pattern_template/`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-osint-skill-md,osint,same_repo_unique,explicit_skill_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/SKILL.md,3,"description: USE WHEN user says 'research' (ANY form - this is the MANDATORY trigger), 'do research', 'extensive research', 'quick research', 'minor research', 'research this', 'find information', 'investigate', 'extract wisdom', 'extract alpha', 'analyze content', 'can't get this content', 'use fabric', OR requests any web/content research. Supports three research modes (quick/standard/extensive), deep content analysis, intelligent retrieval, and 242+ Fabric patterns. NOTE: For due diligence, OSINT, or background checks, use OSINT skill instead."
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,edheltzel-atlas-claudecode-claude-skills-osint-skill-md,osint,same_repo_unique,workflow_invocation,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/SKILL.md,65,"**CRITICAL:** For due diligence, company/person background checks, or vetting -> **INVOKE OSINT SKILL INSTEAD**"
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,pai,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/SKILL.md,24,`~/.claude/skills/PAI/USER/SKILLCUSTOMIZATIONS/Research/`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,pai,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/ExtractAlpha.md,17,`read ~/.claude/skills/PAI/SKILL.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,pai,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Fabric.md,9,`read ~/.claude/skills/PAI/SKILL.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,pai,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/Retrieve.md,9,`read ~/.claude/skills/PAI/SKILL.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,pai,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/WebScraping.md,9,`read ~/.claude/skills/PAI/SKILL.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,pai,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/Workflows/YoutubeExtraction.md,9,`read ~/.claude/skills/PAI/SKILL.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,research,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/MigrationNotes.md,15,- **Destination:** `~/.claude/skills/Research/Workflows/ClaudeResearch.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,research,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/MigrationNotes.md,22,- **Destination:** `~/.claude/skills/Research/Workflows/PerplexityResearch.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,research,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/MigrationNotes.md,29,- **Destination:** `~/.claude/skills/Research/Workflows/InterviewResearch.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,research,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/MigrationNotes.md,36,- **Destination:** `~/.claude/skills/Research/Workflows/AnalyzeAiTrends.md`
random,edheltzel-atlas-claudecode-claude-skills-research-skill-md,research,edheltzel/atlas,,research,ambiguous,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/edheltzel-atlas-claudecode-claude-skills-research-skill-md/content/MigrationNotes.md,43,**Location:** `~/.claude/skills/Research/Workflows/`
random,emasoft-claude-plugins-validation-skills-plugin-validation-skill-skill-md,plugin-validation-skill,Emasoft/claude-plugins-validation,,the,unresolved,workflow_invocation,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/emasoft-claude-plugins-validation-skills-plugin-validation-skill-skill-md/content/references/skill-validation.md,175,Controls whether users can invoke the skill directly via slash command.
random,fyuuki0jp-sourcedoc-claude-skills-fsd-es-lite-skill-md,fsd-es-lite,fyuuki0jp/SourceDoc,,fsd-es-lite,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/fyuuki0jp-sourcedoc-claude-skills-fsd-es-lite-skill-md/content/SKILL.md,90,npx tsx .claude/skills/fsd-es-lite/scripts/scaffold-feature.ts <feature-name>
random,fyuuki0jp-sourcedoc-claude-skills-fsd-es-lite-skill-md,fsd-es-lite,fyuuki0jp/SourceDoc,,fsd-es-lite,unresolved,skill_path_reference,high,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/fyuuki0jp-sourcedoc-claude-skills-fsd-es-lite-skill-md/content/SKILL.md,110,npx tsx .claude/skills/fsd-es-lite/scripts/scaffold-entity.ts <entity-name>
