cohort,skill_id,skill_name,script_relpath,script_ext,script_bytes,op_read,op_write,op_delete,op_exec,op_network,op_credentials_access,matched_ops,evidence_patterns
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md,session-handoff,scripts/list_handoffs.py,.py,3813,1,1,0,1,0,0,read;write;exec,read=python_read_text | write=shell_redirect | exec=shell_interpreter
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md,session-handoff,scripts/validate_handoff.py,.py,10821,1,1,0,1,0,1,read;write;exec;credentials_access,read=python_read_text | write=shell_redirect | exec=shell_interpreter | credentials_access=credential_words
popular,davila7-claude-code-templates-cli-tool-components-skills-media-screenshot-skill-md,screenshot,scripts/ensure_macos_permissions.sh,.sh,1702,1,1,0,1,0,0,read;write;exec,"read=shell_cat | write=shell_redirect,mkdir | exec=shell_interpreter"
popular,davila7-claude-code-templates-cli-tool-components-skills-media-screenshot-skill-md,screenshot,scripts/take_screenshot.ps1,.ps1,4947,0,0,0,0,0,0,,
popular,davila7-claude-code-templates-cli-tool-components-skills-media-screenshot-skill-md,screenshot,scripts/take_screenshot.py,.py,19659,0,1,0,1,0,0,write;exec,"write=python_write_text,shell_redirect,mkdir,copy_move | exec=python_subprocess,shell_interpreter"
popular,davila7-claude-code-templates-cli-tool-components-skills-media-speech-skill-md,speech,scripts/text_to_speech.py,.py,15592,1,1,0,1,0,0,read;write;exec,"read=python_read_text | write=python_json_dump,shell_redirect,mkdir | exec=shell_interpreter"
popular,davila7-claude-code-templates-cli-tool-components-skills-media-transcribe-skill-md,transcribe,scripts/transcribe_diarize.py,.py,8684,1,1,0,1,0,0,read;write;exec,"read=python_read_text | write=python_write_text,python_json_dump,shell_redirect,mkdir | exec=shell_interpreter"
popular,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,scripts/post-ai-summary-comment.ps1,.ps1,31910,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,scripts/post-pr-finalize-comment.ps1,.ps1,24538,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,scripts/post-try-fix-comment.ps1,.ps1,19872,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,scripts/post-verify-tests-comment.ps1,.ps1,12245,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-ai-summary-comment-skill-md,ai-summary-comment,scripts/post-write-tests-comment.ps1,.ps1,17956,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-find-reviewable-pr-skill-md,find-reviewable-pr,scripts/query-reviewable-prs.ps1,.ps1,44300,0,1,0,1,0,1,write;exec;credentials_access,"write=shell_redirect,copy_move | exec=shell_interpreter | credentials_access=credential_words"
popular,dotnet-maui-github-skills-issue-triage-skill-md,issue-triage,scripts/init-triage-session.ps1,.ps1,8037,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,dotnet-maui-github-skills-issue-triage-skill-md,issue-triage,scripts/query-issues.ps1,.ps1,20845,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-issue-triage-skill-md,issue-triage,scripts/record-triage.ps1,.ps1,3513,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,dotnet-maui-github-skills-pr-build-status-skill-md,pr-build-status,scripts/Get-BuildErrors.ps1,.ps1,7364,0,1,0,0,0,0,write,write=copy_move
popular,dotnet-maui-github-skills-pr-build-status-skill-md,pr-build-status,scripts/Get-BuildInfo.ps1,.ps1,2881,0,0,0,0,0,0,,
popular,dotnet-maui-github-skills-pr-build-status-skill-md,pr-build-status,scripts/Get-HelixLogs.ps1,.ps1,8428,1,0,0,0,0,0,read,read=shell_cat
popular,dotnet-maui-github-skills-pr-build-status-skill-md,pr-build-status,scripts/Get-PrBuildIds.ps1,.ps1,1691,0,0,0,0,0,0,,
popular,dotnet-maui-github-skills-run-device-tests-skill-md,run-device-tests,scripts/Run-DeviceTests.ps1,.ps1,25937,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-run-helix-tests-skill-md,run-helix-tests,scripts/Get-HelixJobStatus.ps1,.ps1,5473,0,1,0,0,0,0,write,write=shell_redirect
popular,dotnet-maui-github-skills-run-helix-tests-skill-md,run-helix-tests,scripts/Get-HelixWorkItemLog.ps1,.ps1,5916,0,1,0,0,0,0,write,write=shell_redirect
popular,dotnet-maui-github-skills-run-helix-tests-skill-md,run-helix-tests,scripts/Submit-HelixTests.ps1,.ps1,3639,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,dotnet-maui-github-skills-run-integration-tests-skill-md,run-integration-tests,scripts/Run-IntegrationTests.ps1,.ps1,18782,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,dotnet-maui-github-skills-verify-tests-fail-without-fix-skill-md,verify-tests-fail-without-fix,scripts/verify-tests-fail.ps1,.ps1,41589,1,1,0,1,0,0,read;write;exec,read=shell_cat | write=shell_redirect | exec=shell_interpreter
popular,github-awesome-copilot-skills-appinsights-instrumentation-skill-md,appinsights-instrumentation,scripts/appinsights.ps1,.ps1,1221,0,0,0,0,0,0,,
popular,github-awesome-copilot-skills-excalidraw-diagram-generator-skill-md,excalidraw-diagram-generator,scripts/add-arrow.py,.py,9775,1,1,1,1,0,0,read;write;delete;exec,"read=python_open_read,python_json_load | write=python_open_write,python_json_dump,shell_redirect,copy_move | delete=js_unlink | exec=shell_interpreter"
popular,github-awesome-copilot-skills-excalidraw-diagram-generator-skill-md,excalidraw-diagram-generator,scripts/add-icon-to-diagram.py,.py,13391,1,1,1,1,0,0,read;write;delete;exec,"read=python_open_read,python_json_load | write=python_open_write,python_json_dump,shell_redirect,copy_move | delete=js_unlink | exec=shell_interpreter"
popular,github-awesome-copilot-skills-excalidraw-diagram-generator-skill-md,excalidraw-diagram-generator,scripts/split-excalidraw-library.py,.py,5564,1,1,0,1,0,0,read;write;exec,"read=python_open_read,python_json_load | write=python_open_write,python_json_dump,shell_redirect,mkdir,copy_move | exec=shell_interpreter"
popular,github-awesome-copilot-skills-nano-banana-pro-openrouter-skill-md,nano-banana-pro-openrouter,scripts/generate_image.py,.py,5926,1,1,0,1,0,1,read;write;exec;credentials_access,"read=python_read_text | write=python_write_text,shell_redirect,mkdir | exec=shell_interpreter | credentials_access=credential_words"
popular,github-awesome-copilot-skills-terraform-azurerm-set-diff-analyzer-skill-md,terraform-azurerm-set-diff-analyzer,scripts/analyze_plan.py,.py,30996,1,1,0,1,0,0,read;write;exec,"read=python_open_read,python_json_load | write=python_json_dump,shell_redirect | exec=shell_interpreter"
popular,github-awesome-copilot-skills-webapp-testing-skill-md,webapp-testing,test-helper.js,.js,1521,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,google-gemini-gemini-cli-packages-core-src-skills-builtin-skill-creator-skill-md,skill-creator,scripts/init_skill.cjs,.cjs,7964,0,1,0,1,0,0,write;exec,"write=js_write_file,shell_redirect,copy_move | exec=shell_interpreter"
popular,google-gemini-gemini-cli-packages-core-src-skills-builtin-skill-creator-skill-md,skill-creator,scripts/package_skill.cjs,.cjs,2891,0,0,0,1,0,0,exec,"exec=js_child_process,shell_interpreter"
popular,google-gemini-gemini-cli-packages-core-src-skills-builtin-skill-creator-skill-md,skill-creator,scripts/validate_skill.cjs,.cjs,3524,1,1,0,1,0,0,read;write;exec,read=js_read_file | write=shell_redirect | exec=shell_interpreter
popular,heroui-inc-heroui-skills-heroui-native-skill-md,heroui-native,scripts/get_component_docs.mjs,.mjs,4004,0,1,0,1,1,0,write;exec;network,write=copy_move | exec=shell_interpreter | network=js_fetch
popular,heroui-inc-heroui-skills-heroui-native-skill-md,heroui-native,scripts/get_docs.mjs,.mjs,4249,0,1,0,1,1,0,write;exec;network,"write=shell_redirect,copy_move | exec=shell_interpreter | network=js_fetch"
popular,heroui-inc-heroui-skills-heroui-native-skill-md,heroui-native,scripts/get_theme.mjs,.mjs,5235,0,0,0,1,1,1,exec;network;credentials_access,exec=shell_interpreter | network=js_fetch | credentials_access=credential_words
popular,heroui-inc-heroui-skills-heroui-native-skill-md,heroui-native,scripts/list_components.mjs,.mjs,3656,0,1,0,1,1,0,write;exec;network,write=shell_redirect | exec=shell_interpreter | network=js_fetch
popular,heroui-inc-heroui-skills-heroui-react-skill-md,heroui-react,scripts/get_component_docs.mjs,.mjs,3956,0,1,0,1,1,0,write;exec;network,write=copy_move | exec=shell_interpreter | network=js_fetch
popular,heroui-inc-heroui-skills-heroui-react-skill-md,heroui-react,scripts/get_docs.mjs,.mjs,3992,0,1,0,1,1,0,write;exec;network,"write=shell_redirect,copy_move | exec=shell_interpreter | network=js_fetch"
popular,heroui-inc-heroui-skills-heroui-react-skill-md,heroui-react,scripts/get_source.mjs,.mjs,4115,0,0,0,1,1,0,exec;network,exec=shell_interpreter | network=js_fetch
popular,heroui-inc-heroui-skills-heroui-react-skill-md,heroui-react,scripts/get_styles.mjs,.mjs,4064,0,0,0,1,1,0,exec;network,exec=shell_interpreter | network=js_fetch
popular,heroui-inc-heroui-skills-heroui-react-skill-md,heroui-react,scripts/get_theme.mjs,.mjs,5063,0,1,0,1,1,0,write;exec;network,write=shell_redirect | exec=shell_interpreter | network=js_fetch
popular,heroui-inc-heroui-skills-heroui-react-skill-md,heroui-react,scripts/list_components.mjs,.mjs,3602,0,1,0,1,1,0,write;exec;network,write=shell_redirect | exec=shell_interpreter | network=js_fetch
popular,langgenius-dify-agents-skills-frontend-testing-skill-md,frontend-testing,assets/hook-test.template.ts,.ts,6778,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,langgenius-dify-agents-skills-frontend-testing-skill-md,frontend-testing,assets/utility-test.template.ts,.ts,5147,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,microsoft-powertoys-github-skills-release-note-generation-skill-md,release-note-generation,scripts/apply-labels.ps1,.ps1,2760,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,microsoft-powertoys-github-skills-release-note-generation-skill-md,release-note-generation,scripts/collect-or-apply-milestones.ps1,.ps1,7873,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,microsoft-powertoys-github-skills-release-note-generation-skill-md,release-note-generation,scripts/diff_prs.ps1,.ps1,3995,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,microsoft-powertoys-github-skills-release-note-generation-skill-md,release-note-generation,scripts/dump-prs-since-commit.ps1,.ps1,14476,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,microsoft-powertoys-github-skills-release-note-generation-skill-md,release-note-generation,scripts/find-commit-by-title.ps1,.ps1,2664,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,microsoft-powertoys-github-skills-release-note-generation-skill-md,release-note-generation,scripts/group-prs-by-label.ps1,.ps1,3347,0,1,0,0,0,0,write,"write=shell_redirect,copy_move"
popular,obra-superpowers-skills-systematic-debugging-skill-md,systematic-debugging,condition-based-waiting-example.ts,.ts,5054,0,1,0,0,0,0,write,write=shell_redirect
popular,obra-superpowers-skills-systematic-debugging-skill-md,systematic-debugging,find-polluter.sh,.sh,1528,1,1,0,1,0,0,read;write;exec,read=shell_cat | write=shell_redirect | exec=shell_interpreter
popular,obra-superpowers-skills-writing-skills-skill-md,writing-skills,render-graphs.js,.js,4857,1,1,0,1,0,0,read;write;exec,"read=js_read_file | write=js_write_file,shell_redirect,copy_move | exec=python_exec,js_child_process,shell_interpreter"
popular,openclaw-openclaw-skills-model-usage-skill-md,model-usage,scripts/model_usage.py,.py,10764,1,1,0,1,0,0,read;write;exec,"read=python_open_read | write=python_json_dump,shell_redirect | exec=python_subprocess,shell_interpreter"
popular,openclaw-openclaw-skills-model-usage-skill-md,model-usage,scripts/test_model_usage.py,.py,1310,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,openclaw-openclaw-skills-nano-banana-pro-skill-md,nano-banana-pro,scripts/generate_image.py,.py,6560,0,1,0,1,0,1,write;exec;credentials_access,"write=shell_redirect,mkdir | exec=shell_interpreter | credentials_access=credential_words"
popular,openclaw-openclaw-skills-openai-image-gen-skill-md,openai-image-gen,scripts/gen.py,.py,8137,0,1,0,1,1,1,write;exec;network;credentials_access,"write=python_write_text,python_json_dump,shell_redirect,mkdir,copy_move | exec=shell_interpreter | network=python_urllib | credentials_access=credential_words"
popular,openclaw-openclaw-skills-openai-image-gen-skill-md,openai-image-gen,scripts/test_gen.py,.py,1727,1,1,0,0,0,0,read;write,read=python_read_text | write=shell_redirect
popular,openclaw-openclaw-skills-openai-whisper-api-skill-md,openai-whisper-api,scripts/transcribe.sh,.sh,1479,1,1,0,1,1,0,read;write;exec;network,"read=shell_cat | write=shell_redirect,mkdir | exec=shell_interpreter | network=shell_http"
popular,openclaw-openclaw-skills-skill-creator-skill-md,skill-creator,scripts/init_skill.py,.py,13753,0,1,0,1,0,0,write;exec,"write=python_write_text,shell_redirect,mkdir,copy_move | exec=shell_interpreter"
popular,openclaw-openclaw-skills-skill-creator-skill-md,skill-creator,scripts/package_skill.py,.py,4398,0,1,0,1,0,0,write;exec,"write=shell_redirect,mkdir | exec=shell_interpreter"
popular,openclaw-openclaw-skills-skill-creator-skill-md,skill-creator,scripts/quick_validate.py,.py,5189,1,1,0,1,0,0,read;write;exec,read=python_read_text | write=shell_redirect | exec=shell_interpreter
popular,openclaw-openclaw-skills-skill-creator-skill-md,skill-creator,scripts/test_package_skill.py,.py,5866,0,1,1,1,0,1,write;delete;exec;credentials_access,"write=python_write_text,mkdir | delete=python_remove | exec=shell_interpreter | credentials_access=credential_words"
popular,openclaw-openclaw-skills-skill-creator-skill-md,skill-creator,scripts/test_quick_validate.py,.py,2077,0,1,1,1,0,0,write;delete;exec,"write=python_write_text,mkdir | delete=python_remove | exec=shell_interpreter"
popular,openclaw-openclaw-skills-tmux-skill-md,tmux,scripts/find-sessions.sh,.sh,2974,1,1,0,1,0,0,read;write;exec,read=shell_cat | write=shell_redirect | exec=shell_interpreter
popular,openclaw-openclaw-skills-tmux-skill-md,tmux,scripts/wait-for-text.sh,.sh,2139,1,1,0,1,0,0,read;write;exec,read=shell_cat | write=shell_redirect | exec=shell_interpreter
popular,openclaw-openclaw-skills-video-frames-skill-md,video-frames,scripts/frame.sh,.sh,1347,1,1,0,1,0,0,read;write;exec,read=shell_cat | write=mkdir | exec=shell_interpreter
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-datasets-skill-md,hugging-face-datasets,scripts/dataset_manager.py,.py,18958,1,1,0,1,0,1,read;write;exec;credentials_access,"read=python_read_text,python_json_load | write=python_json_dump,shell_redirect | exec=shell_interpreter | credentials_access=credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-datasets-skill-md,hugging-face-datasets,scripts/sql_manager.py,.py,29489,0,1,0,1,0,1,write;exec;credentials_access,"write=python_open_write,python_json_dump,shell_redirect,copy_move | exec=shell_interpreter | credentials_access=credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,examples/artificial_analysis_to_hub.py,.py,4094,0,1,0,1,1,1,write;exec;network;credentials_access,"write=shell_redirect,copy_move | exec=shell_interpreter | network=python_requests | credentials_access=dotenv,credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,scripts/evaluation_manager.py,.py,50065,0,1,0,1,1,1,write;exec;network;credentials_access,"write=shell_redirect,copy_move | exec=shell_interpreter | network=python_requests | credentials_access=dotenv,credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,scripts/inspect_eval_uv.py,.py,3088,0,1,0,1,0,1,write;exec;credentials_access,write=shell_redirect | exec=python_subprocess | credentials_access=credential_words
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,scripts/inspect_vllm_uv.py,.py,9759,0,1,0,1,0,1,write;exec;credentials_access,"write=shell_redirect | exec=python_subprocess,shell_interpreter | credentials_access=credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,scripts/lighteval_vllm_uv.py,.py,9703,0,1,0,1,0,1,write;exec;credentials_access,"write=shell_redirect | exec=python_subprocess,shell_interpreter | credentials_access=credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,scripts/run_eval_job.py,.py,2598,0,1,0,1,0,1,write;exec;credentials_access,"write=shell_redirect | exec=python_subprocess | credentials_access=dotenv,credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,scripts/run_vllm_eval_job.py,.py,9837,0,1,0,1,0,1,write;exec;credentials_access,"write=shell_redirect | exec=python_subprocess,shell_interpreter | credentials_access=dotenv,credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-evaluation-skill-md,hugging-face-evaluation,scripts/test_extraction.py,.py,5584,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-jobs-skill-md,hugging-face-jobs,scripts/cot-self-instruct.py,.py,25600,0,1,0,0,0,1,write;credentials_access,write=shell_redirect | credentials_access=credential_words
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-jobs-skill-md,hugging-face-jobs,scripts/finepdfs-stats.py,.py,17661,0,1,0,0,0,1,write;credentials_access,"write=shell_redirect,mkdir,copy_move | credentials_access=credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-jobs-skill-md,hugging-face-jobs,scripts/generate-responses.py,.py,21121,0,1,0,0,0,1,write;credentials_access,write=shell_redirect | credentials_access=credential_words
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-model-trainer-skill-md,hugging-face-model-trainer,scripts/convert_to_gguf.py,.py,10220,0,1,0,1,0,0,write;exec,"write=mkdir,copy_move | exec=python_subprocess,shell_interpreter"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-model-trainer-skill-md,hugging-face-model-trainer,scripts/dataset_inspector.py,.py,16077,0,1,0,1,1,0,write;exec;network,"write=python_json_dump,shell_redirect | exec=shell_interpreter | network=python_urllib,js_fetch"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-model-trainer-skill-md,hugging-face-model-trainer,scripts/estimate_cost.py,.py,4967,0,1,0,1,0,0,write;exec,"write=shell_redirect,copy_move | exec=shell_interpreter"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-model-trainer-skill-md,hugging-face-model-trainer,scripts/train_dpo_example.py,.py,3195,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-model-trainer-skill-md,hugging-face-model-trainer,scripts/train_grpo_example.py,.py,2444,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-model-trainer-skill-md,hugging-face-model-trainer,scripts/train_sft_example.py,.py,3444,0,1,0,1,0,0,write;exec,write=shell_redirect | exec=shell_interpreter
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-paper-publisher-skill-md,hugging-face-paper-publisher,scripts/paper_manager.py,.py,17868,1,1,0,1,1,1,read;write;exec;network;credentials_access,"read=python_open_read | write=python_open_write,python_json_dump,shell_redirect,copy_move | exec=shell_interpreter | network=python_requests | credentials_access=dotenv,credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,hugging-face-tool-builder,references/baseline_hf_api.py,.py,1426,0,1,0,1,1,1,write;exec;network;credentials_access,write=shell_redirect | exec=shell_interpreter | network=python_urllib | credentials_access=credential_words
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,hugging-face-tool-builder,references/baseline_hf_api.sh,.sh,747,1,0,0,1,1,0,read;exec;network,read=shell_cat | exec=shell_interpreter | network=shell_http
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,hugging-face-tool-builder,references/find_models_by_paper.sh,.sh,7925,0,1,0,0,1,1,write;network;credentials_access,write=shell_redirect | network=shell_http | credentials_access=credential_words
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,hugging-face-tool-builder,references/hf_enrich_models.sh,.sh,2363,1,1,0,1,0,0,read;write;exec,read=shell_cat | write=shell_redirect | exec=shell_interpreter
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,hugging-face-tool-builder,references/hf_model_card_frontmatter.sh,.sh,4736,1,1,1,1,0,1,read;write;delete;exec;credentials_access,"read=python_open_read,shell_cat | write=python_json_dump,shell_redirect | delete=shell_rm | exec=shell_interpreter | credentials_access=credential_words"
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,hugging-face-tool-builder,references/hf_model_papers_auth.sh,.sh,5011,1,1,0,1,1,1,read;write;exec;network;credentials_access,read=shell_cat | write=shell_redirect | exec=shell_interpreter | network=shell_http | credentials_access=credential_words
popular,pubkey-rxdb-agent-skills-verify-skill-md,verify,scripts/test.sh,.sh,100,0,0,0,1,0,0,exec,exec=shell_interpreter
popular,pytorch-pytorch-claude-skills-triaging-issues-skill-md,triaging-issues,scripts/add_bot_triaged.py,.py,2154,1,1,0,1,0,0,read;write;exec,"read=python_json_load | write=python_open_write,python_json_dump | exec=python_subprocess,shell_interpreter"
popular,pytorch-pytorch-claude-skills-triaging-issues-skill-md,triaging-issues,scripts/validate_labels.py,.py,7165,1,1,0,1,0,0,read;write;exec,"read=python_json_load | write=python_open_write,python_json_dump,shell_redirect | exec=python_subprocess,shell_interpreter"
popular,superclaude-org-superclaude-framework-claude-skills-confidence-check-skill-md,confidence-check,confidence.ts,.ts,5052,0,1,0,0,0,0,write,write=shell_redirect
popular,superclaude-org-superclaude-framework-plugins-superclaude-skills-confidence-check-skill-md,confidence-check,__init__.py,.py,0,0,0,0,0,0,0,,
popular,superclaude-org-superclaude-framework-plugins-superclaude-skills-confidence-check-skill-md,confidence-check,confidence.ts,.ts,10125,0,1,0,1,0,1,write;exec;credentials_access,write=shell_redirect | exec=shell_interpreter | credentials_access=credential_words
popular,tldraw-tldraw-claude-skills-skill-creator-skill-md,skill-creator,scripts/init-skill.ts,.ts,8658,0,1,1,0,0,0,write;delete,"write=js_write_file,shell_redirect,copy_move | delete=js_unlink"
popular,tldraw-tldraw-claude-skills-skill-creator-skill-md,skill-creator,scripts/package-skill.ts,.ts,4514,0,0,1,1,0,0,delete;exec,delete=js_unlink | exec=js_child_process
popular,tldraw-tldraw-claude-skills-skill-creator-skill-md,skill-creator,scripts/quick-validate.ts,.ts,3516,1,1,0,0,0,0,read;write,read=js_read_file | write=shell_redirect
popular,vercel-ai-skills-list-npm-package-content-skill-md,list-npm-package-content,scripts/list-package-files.sh,.sh,142,1,0,1,1,0,0,read;delete;exec,read=shell_cat | delete=shell_rm | exec=shell_interpreter
popular,wox-launcher-wox-wox-core-resource-ai-skills-wox-plugin-creator-skill-md,wox-plugin-creator,assets/script_plugin_templates/template.js,.js,9575,1,1,0,1,0,1,read;write;exec;credentials_access,"read=js_read_file | write=js_write_file,shell_redirect | exec=shell_interpreter | credentials_access=credential_words"
popular,wox-launcher-wox-wox-core-resource-ai-skills-wox-plugin-creator-skill-md,wox-plugin-creator,assets/script_plugin_templates/template.py,.py,13127,1,1,0,1,0,1,read;write;exec;credentials_access,"read=shell_cat | write=python_open_write,python_json_dump,shell_redirect | exec=shell_interpreter | credentials_access=credential_words"
popular,wox-launcher-wox-wox-core-resource-ai-skills-wox-plugin-creator-skill-md,wox-plugin-creator,scripts/scaffold_wox_plugin.py,.py,6592,1,1,1,1,0,0,read;write;delete;exec,"read=python_read_text | write=python_write_text,python_json_dump,shell_redirect,mkdir,copy_move | delete=python_remove | exec=python_subprocess,shell_interpreter"
popular,wshobson-agents-plugins-backend-development-skills-api-design-principles-skill-md,api-design-principles,assets/rest-api-template.py,.py,5323,0,0,0,0,0,1,credentials_access,credentials_access=credential_words
popular,wshobson-agents-plugins-kubernetes-operations-skills-helm-chart-scaffolding-skill-md,helm-chart-scaffolding,scripts/validate-chart.sh,.sh,6506,1,1,0,0,0,0,read;write,read=shell_cat | write=shell_redirect
popular,wshobson-agents-plugins-llm-application-dev-skills-prompt-engineering-patterns-skill-md,prompt-engineering-patterns,scripts/optimize-prompt.py,.py,9159,0,1,0,1,0,0,write;exec,"write=python_open_write,python_json_dump,shell_redirect,copy_move | exec=shell_interpreter"
popular,zhayujie-chatgpt-on-wechat-skills-linkai-agent-skill-md,linkai-agent,scripts/call.sh,.sh,4508,1,0,0,1,0,0,read;exec,read=shell_cat | exec=shell_interpreter
popular,zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md,openai-image-vision,scripts/vision.sh,.sh,7407,1,1,1,1,0,0,read;write;delete;exec,"read=shell_cat | write=shell_redirect,copy_move | delete=shell_rm | exec=shell_interpreter"
popular,zhayujie-chatgpt-on-wechat-skills-skill-creator-skill-md,skill-creator,scripts/init_skill.py,.py,10867,0,1,0,1,0,0,write;exec,"write=python_write_text,shell_redirect,mkdir,copy_move | exec=shell_interpreter"
popular,zhayujie-chatgpt-on-wechat-skills-skill-creator-skill-md,skill-creator,scripts/package_skill.py,.py,3414,0,1,0,1,0,0,write;exec,"write=shell_redirect,mkdir | exec=shell_interpreter"
popular,zhayujie-chatgpt-on-wechat-skills-skill-creator-skill-md,skill-creator,scripts/quick_validate.py,.py,3523,1,1,0,1,0,0,read;write;exec,read=python_read_text | write=shell_redirect | exec=shell_interpreter
popular,zhayujie-chatgpt-on-wechat-skills-web-fetch-skill-md,web-fetch,scripts/fetch.sh,.sh,1324,1,1,0,1,1,0,read;write;exec;network,read=shell_cat | write=shell_redirect | exec=shell_interpreter | network=shell_http
random,1mangesh1-hipaa-guardian-skills-hipaa-guardian-skill-md,hipaa-guardian,scripts/detect-phi.py,.py,22281,1,1,0,1,0,0,read;write;exec,"read=python_read_text | write=python_write_text,python_json_dump,shell_redirect | exec=shell_interpreter"
random,1mangesh1-hipaa-guardian-skills-hipaa-guardian-skill-md,hipaa-guardian,scripts/generate-report.py,.py,11049,1,1,0,1,0,0,read;write;exec,"read=python_json_load | write=python_write_text,shell_redirect | exec=shell_interpreter"
random,1mangesh1-hipaa-guardian-skills-hipaa-guardian-skill-md,hipaa-guardian,scripts/pre-commit-hook.sh,.sh,5267,1,1,0,1,0,0,read;write;exec,"read=python_json_load,shell_cat | write=shell_redirect,mkdir,copy_move | exec=shell_interpreter"
